Real distance: 0.2173, model distance: 0.2585, diff: 0.0412
Real distance: 0.0802, model distance: 0.1165, diff: 0.0363
Real distance: 0.0059, model distance: 0.0247, diff: 0.0187
Real distance: 0.0118, model distance: 0.0432, diff: 0.0314
Real distance: 0.0216, model distance: 0.0545, diff: 0.0329
Real distance: 0.0094, model distance: 0.0421, diff: 0.0327
Real distance: 0.1265, model distance: 0.1740, diff: 0.0475
Real distance: 0.1004, model distance: 0.1635, diff: 0.0631
Real distance: 0.0241, model distance: 0.0576, diff: 0.0336
Real distance: 0.0453, model distance: 0.0833, diff: 0.0379
Real distance: 0.4169, model distance: 0.3809, diff: 0.0360
Real distance: 0.0496, model distance: 0.0884, diff: 0.0388
Real distance: 0.0163, model distance: 0.0562, diff: 0.0399
Real distance: 0.4772, model distance: 0.4441, diff: 0.0331
Real distance: 0.0647, model distance: 0.1172, diff: 0.0525
Real distance: 0.0688, model distance: 0.1017, diff: 0.0330
Real distance: 0.4710, model distance: 0.4392, diff: 0.0317
Real distance: 0.0276, model distance: 0.0518, diff: 0.0242
Real distance: 0.0527, model distance: 0.0863, diff: 0.0336
Real distance: 0.0559, model distance: 0.0891, diff: 0.0332
Real distance: 0.2097, model distance: 0.2362, diff: 0.0265
Real distance: 0.0061, model distance: 0.0320, diff: 0.0259
Real distance: 0.0725, model distance: 0.1058, diff: 0.0333
Real distance: 0.3335, model distance: 0.3504, diff: 0.0169
Real distance: 0.2104, model distance: 0.2160, diff: 0.0056
Real distance: 0.0113, model distance: 0.0270, diff: 0.0157
Real distance: 0.3174, model distance: 0.2981, diff: 0.0193
Real distance: 0.0058, model distance: 0.0005, diff: 0.0052
Real distance: 0.0083, model distance: 0.0045, diff: 0.0038
Real distance: 0.0105, model distance: 0.0323, diff: 0.0218
Real distance: 0.1565, model distance: 0.1779, diff: 0.0214
Real distance: 0.0793, model distance: 0.1199, diff: 0.0406
Real distance: 0.0234, model distance: 0.0526, diff: 0.0292
Real distance: 0.0998, model distance: 0.1364, diff: 0.0366
Real distance: 0.1138, model distance: 0.1497, diff: 0.0359
Real distance: 0.0353, model distance: 0.0692, diff: 0.0339
Real distance: 0.1818, model distance: 0.2291, diff: 0.0473
Real distance: 0.0870, model distance: 0.1375, diff: 0.0505
Real distance: 0.5981, model distance: 0.5794, diff: 0.0187
Real distance: 0.0186, model distance: 0.0662, diff: 0.0476
Real distance: 0.0622, model distance: 0.0945, diff: 0.0323
Real distance: 0.3565, model distance: 0.3441, diff: 0.0124
Real distance: 0.0085, model distance: 0.0117, diff: 0.0032
Real distance: 0.0050, model distance: 0.0071, diff: 0.0021
Real distance: 0.4276, model distance: 0.3953, diff: 0.0324
Real distance: 0.1436, model distance: 0.1646, diff: 0.0210
Real distance: 0.1644, model distance: 0.2144, diff: 0.0500
Real distance: 0.0581, model distance: 0.1018, diff: 0.0437
Real distance: 0.3772, model distance: 0.3645, diff: 0.0127
Real distance: 0.0079, model distance: 0.0143, diff: 0.0065
Real distance: 0.0214, model distance: 0.0697, diff: 0.0483
Real distance: 0.0134, model distance: 0.0377, diff: 0.0243
Real distance: 0.3247, model distance: 0.3003, diff: 0.0244
Real distance: 0.1882, model distance: 0.1878, diff: 0.0004
Real distance: 0.0232, model distance: 0.0541, diff: 0.0309
Real distance: 0.1079, model distance: 0.1790, diff: 0.0711
Real distance: 0.0729, model distance: 0.1144, diff: 0.0416
Real distance: 0.3336, model distance: 0.3139, diff: 0.0198
Real distance: 0.6299, model distance: 0.6345, diff: 0.0046
Real distance: 0.0116, model distance: 0.0356, diff: 0.0240
Real distance: 0.2194, model distance: 0.2732, diff: 0.0537
Real distance: 0.0051, model distance: 0.0127, diff: 0.0076
Real distance: 0.0528, model distance: 0.1072, diff: 0.0544
Real distance: 0.0673, model distance: 0.1136, diff: 0.0463
Real distance: 0.3163, model distance: 0.3041, diff: 0.0122
Real distance: 0.0313, model distance: 0.0630, diff: 0.0316
Real distance: 0.3134, model distance: 0.3367, diff: 0.0233
Real distance: 0.2731, model distance: 0.2795, diff: 0.0064
Real distance: 0.5658, model distance: 0.5358, diff: 0.0300
Real distance: 0.0074, model distance: 0.0023, diff: 0.0051
Real distance: 0.0491, model distance: 0.0870, diff: 0.0379
Real distance: 0.0374, model distance: 0.0716, diff: 0.0342
Real distance: 0.0036, model distance: 0.0016, diff: 0.0020
Real distance: 0.0217, model distance: 0.0478, diff: 0.0262
Real distance: 0.2748, model distance: 0.3089, diff: 0.0341
Real distance: 0.0381, model distance: 0.0767, diff: 0.0386
Real distance: 0.0310, model distance: 0.0685, diff: 0.0376
Real distance: 0.0312, model distance: 0.0662, diff: 0.0350
Real distance: 0.0985, model distance: 0.1261, diff: 0.0276
Real distance: 0.2467, model distance: 0.2416, diff: 0.0052
Real distance: 0.4649, model distance: 0.4284, diff: 0.0365
Real distance: 0.0086, model distance: 0.0349, diff: 0.0263
Real distance: 0.0409, model distance: 0.0698, diff: 0.0288
Real distance: 0.1072, model distance: 0.1389, diff: 0.0318
Real distance: 0.5678, model distance: 0.5399, diff: 0.0279
Real distance: 0.3762, model distance: 0.3808, diff: 0.0045
Real distance: 0.2633, model distance: 0.2832, diff: 0.0199
Real distance: 0.3479, model distance: 0.3170, diff: 0.0309
Real distance: 0.0145, model distance: 0.0508, diff: 0.0363
Real distance: 0.2950, model distance: 0.2904, diff: 0.0045
Real distance: 0.0024, model distance: 0.0035, diff: 0.0011
Real distance: 0.0518, model distance: 0.0950, diff: 0.0433
Real distance: 0.3832, model distance: 0.3833, diff: 0.0000
Real distance: 0.0086, model distance: 0.0166, diff: 0.0080
Real distance: 0.1542, model distance: 0.1756, diff: 0.0214
Real distance: 0.0096, model distance: 0.0258, diff: 0.0162
Real distance: 0.4996, model distance: 0.4475, diff: 0.0521
Real distance: 0.2576, model distance: 0.2787, diff: 0.0210
Real distance: 0.0047, model distance: 0.0019, diff: 0.0028
Real distance: 0.6468, model distance: 0.6605, diff: 0.0137
Real distance: 0.3809, model distance: 0.3382, diff: 0.0427
Real distance: 0.2056, model distance: 0.2185, diff: 0.0130
Real distance: 0.1546, model distance: 0.1853, diff: 0.0307
Real distance: 0.0331, model distance: 0.0641, diff: 0.0310
Real distance: 0.3175, model distance: 0.3213, diff: 0.0037
Real distance: 0.0264, model distance: 0.0752, diff: 0.0488
Real distance: 0.0386, model distance: 0.0754, diff: 0.0368
Real distance: 0.0089, model distance: 0.0124, diff: 0.0035
Real distance: 0.1321, model distance: 0.1570, diff: 0.0249
Real distance: 0.5532, model distance: 0.5196, diff: 0.0336
Real distance: 0.0060, model distance: 0.0229, diff: 0.0169
Real distance: 0.0000, model distance: 0.0000, diff: 0.0000
Real distance: 0.0244, model distance: 0.0499, diff: 0.0255
Real distance: 0.1387, model distance: 0.2017, diff: 0.0630
Real distance: 0.1973, model distance: 0.2421, diff: 0.0448
Real distance: 0.6394, model distance: 0.6495, diff: 0.0102
Real distance: 0.3194, model distance: 0.3003, diff: 0.0191
Real distance: 0.1344, model distance: 0.2027, diff: 0.0683
Real distance: 0.0128, model distance: 0.0420, diff: 0.0292
Real distance: 0.2203, model distance: 0.2632, diff: 0.0429
Real distance: 0.0136, model distance: 0.0284, diff: 0.0148
Real distance: 0.0815, model distance: 0.1109, diff: 0.0294
Real distance: 0.3006, model distance: 0.3235, diff: 0.0229
Real distance: 0.0707, model distance: 0.1275, diff: 0.0568
Real distance: 0.0397, model distance: 0.0785, diff: 0.0388
Real distance: 0.0638, model distance: 0.0967, diff: 0.0329
Real distance: 0.0310, model distance: 0.0610, diff: 0.0301
Real distance: 0.0086, model distance: 0.0081, diff: 0.0005
Real distance: 0.6463, model distance: 0.6709, diff: 0.0246
Real distance: 0.0076, model distance: 0.0354, diff: 0.0278
Real distance: 0.5096, model distance: 0.4797, diff: 0.0299
Real distance: 0.2157, model distance: 0.2091, diff: 0.0066
Real distance: 0.4589, model distance: 0.4302, diff: 0.0287
Real distance: 0.0274, model distance: 0.0611, diff: 0.0338
Real distance: 0.0393, model distance: 0.1006, diff: 0.0614
Real distance: 0.0072, model distance: 0.0259, diff: 0.0186
Real distance: 0.1733, model distance: 0.2256, diff: 0.0523
Real distance: 0.0193, model distance: 0.0426, diff: 0.0233
Real distance: 0.0770, model distance: 0.1075, diff: 0.0305
Real distance: 0.1694, model distance: 0.1842, diff: 0.0148
Real distance: 0.2415, model distance: 0.2807, diff: 0.0392
Real distance: 0.0874, model distance: 0.1123, diff: 0.0249
Real distance: 0.3717, model distance: 0.3384, diff: 0.0333
Real distance: 0.5350, model distance: 0.4882, diff: 0.0468
Real distance: 0.5839, model distance: 0.5663, diff: 0.0175
Real distance: 0.2320, model distance: 0.2180, diff: 0.0140
Real distance: 0.1776, model distance: 0.1810, diff: 0.0034
Real distance: 0.6309, model distance: 0.6349, diff: 0.0040
Real distance: 0.0117, model distance: 0.0277, diff: 0.0160
Real distance: 0.1845, model distance: 0.2269, diff: 0.0424
Real distance: 0.0135, model distance: 0.0262, diff: 0.0126
Real distance: 0.5316, model distance: 0.5060, diff: 0.0256
Real distance: 0.0449, model distance: 0.1088, diff: 0.0640
Real distance: 0.1144, model distance: 0.1802, diff: 0.0659
Real distance: 0.0936, model distance: 0.1261, diff: 0.0325
Real distance: 0.6225, model distance: 0.6155, diff: 0.0069
Real distance: 0.3583, model distance: 0.3404, diff: 0.0179
Real distance: 0.6204, model distance: 0.5787, diff: 0.0418
Real distance: 0.0253, model distance: 0.0544, diff: 0.0291
Real distance: 0.2170, model distance: 0.2611, diff: 0.0441
Real distance: 0.3224, model distance: 0.2971, diff: 0.0253
Real distance: 0.0606, model distance: 0.0963, diff: 0.0357
Real distance: 0.2166, model distance: 0.2151, diff: 0.0015
Real distance: 0.4117, model distance: 0.4182, diff: 0.0065
Real distance: 0.1312, model distance: 0.1507, diff: 0.0196
Real distance: 0.0338, model distance: 0.1056, diff: 0.0718
Real distance: 0.3890, model distance: 0.3757, diff: 0.0133
Real distance: 0.0060, model distance: 0.0178, diff: 0.0117
Real distance: 0.5270, model distance: 0.5113, diff: 0.0157
Real distance: 0.0924, model distance: 0.1212, diff: 0.0289
Real distance: 0.2725, model distance: 0.2757, diff: 0.0031
Real distance: 0.0311, model distance: 0.0528, diff: 0.0217
Real distance: 0.2220, model distance: 0.2215, diff: 0.0005
Real distance: 0.1631, model distance: 0.1821, diff: 0.0191
Real distance: 0.2184, model distance: 0.2227, diff: 0.0044
Real distance: 0.0618, model distance: 0.0932, diff: 0.0313
Real distance: 0.4395, model distance: 0.3996, diff: 0.0399
Real distance: 0.0521, model distance: 0.1157, diff: 0.0636
Real distance: 0.1985, model distance: 0.2358, diff: 0.0373
Real distance: 0.2192, model distance: 0.2593, diff: 0.0401
Real distance: 0.0028, model distance: 0.0101, diff: 0.0073
Real distance: 0.6020, model distance: 0.5962, diff: 0.0059
Real distance: 0.3735, model distance: 0.3337, diff: 0.0398
Real distance: 0.3999, model distance: 0.3626, diff: 0.0373
Real distance: 0.6210, model distance: 0.6172, diff: 0.0038
Real distance: 0.0419, model distance: 0.0880, diff: 0.0461
Real distance: 0.0441, model distance: 0.0821, diff: 0.0380
Real distance: 0.5221, model distance: 0.4900, diff: 0.0321
Real distance: 0.4643, model distance: 0.4597, diff: 0.0046
Real distance: 0.3946, model distance: 0.3933, diff: 0.0013
Real distance: 0.0398, model distance: 0.0701, diff: 0.0304
Real distance: 0.0914, model distance: 0.1363, diff: 0.0448
Real distance: 0.2489, model distance: 0.2581, diff: 0.0092
Real distance: 0.3744, model distance: 0.3736, diff: 0.0007
Real distance: 0.0187, model distance: 0.0503, diff: 0.0316
Real distance: 0.2313, model distance: 0.2199, diff: 0.0113
Real distance: 0.0255, model distance: 0.0544, diff: 0.0289
Real distance: 0.0732, model distance: 0.1061, diff: 0.0329
Real distance: 0.1226, model distance: 0.1714, diff: 0.0488
Real distance: 0.1983, model distance: 0.2059, diff: 0.0076
Real distance: 0.0149, model distance: 0.0449, diff: 0.0300
Real distance: 0.0087, model distance: 0.0125, diff: 0.0038
Real distance: 0.4618, model distance: 0.4206, diff: 0.0413
Real distance: 0.0078, model distance: 0.0313, diff: 0.0236
Real distance: 0.1620, model distance: 0.1835, diff: 0.0216
Real distance: 0.4677, model distance: 0.4214, diff: 0.0464
Real distance: 0.0565, model distance: 0.0913, diff: 0.0348
Real distance: 0.0990, model distance: 0.1465, diff: 0.0475
Real distance: 0.1294, model distance: 0.1726, diff: 0.0432
Real distance: 0.0077, model distance: 0.0118, diff: 0.0040
Real distance: 0.4217, model distance: 0.4124, diff: 0.0093
Real distance: 0.4253, model distance: 0.4275, diff: 0.0022
Real distance: 0.2236, model distance: 0.2322, diff: 0.0086
Real distance: 0.5795, model distance: 0.5548, diff: 0.0247
Real distance: 0.5947, model distance: 0.6182, diff: 0.0234
Real distance: 0.6465, model distance: 0.6620, diff: 0.0155
Real distance: 0.0076, model distance: 0.0158, diff: 0.0082
Real distance: 0.0022, model distance: 0.0105, diff: 0.0084
Real distance: 0.6271, model distance: 0.6236, diff: 0.0034
Real distance: 0.1092, model distance: 0.1377, diff: 0.0285
Real distance: 0.0512, model distance: 0.0988, diff: 0.0476
Real distance: 0.0087, model distance: 0.0388, diff: 0.0301
Real distance: 0.2647, model distance: 0.2633, diff: 0.0014
Real distance: 0.0223, model distance: 0.0532, diff: 0.0309
Real distance: 0.6340, model distance: 0.6340, diff: 0.0000
Real distance: 0.1777, model distance: 0.2008, diff: 0.0231
Real distance: 0.5064, model distance: 0.4718, diff: 0.0346
Real distance: 0.3091, model distance: 0.3180, diff: 0.0090
Real distance: 0.1222, model distance: 0.1474, diff: 0.0252
Real distance: 0.0072, model distance: 0.0076, diff: 0.0003
Real distance: 0.1559, model distance: 0.1674, diff: 0.0115
Real distance: 0.1411, model distance: 0.1574, diff: 0.0163
Real distance: 0.0029, model distance: 0.0052, diff: 0.0023
Real distance: 0.0981, model distance: 0.1636, diff: 0.0655
Real distance: 0.0038, model distance: 0.0127, diff: 0.0088
Real distance: 0.0328, model distance: 0.0637, diff: 0.0309
Real distance: 0.0299, model distance: 0.0809, diff: 0.0510
Real distance: 0.2862, model distance: 0.2755, diff: 0.0107
Real distance: 0.0084, model distance: 0.0102, diff: 0.0018
Real distance: 0.0051, model distance: 0.0029, diff: 0.0022
Real distance: 0.4407, model distance: 0.4213, diff: 0.0194
Real distance: 0.3973, model distance: 0.3580, diff: 0.0393
Real distance: 0.3817, model distance: 0.3794, diff: 0.0023
Real distance: 0.0000, model distance: 0.0000, diff: 0.0000
Real distance: 0.0326, model distance: 0.0781, diff: 0.0454
Real distance: 0.0290, model distance: 0.0697, diff: 0.0408
Real distance: 0.1637, model distance: 0.1754, diff: 0.0117
Real distance: 0.6630, model distance: 0.7096, diff: 0.0467
Real distance: 0.3003, model distance: 0.2911, diff: 0.0091
Real distance: 0.0191, model distance: 0.0581, diff: 0.0390
Real distance: 0.1277, model distance: 0.1860, diff: 0.0583
Real distance: 0.0870, model distance: 0.1146, diff: 0.0275
Real distance: 0.4293, model distance: 0.4232, diff: 0.0060
Real distance: 0.0081, model distance: 0.0178, diff: 0.0096
Real distance: 0.6096, model distance: 0.5930, diff: 0.0166
Real distance: 0.0608, model distance: 0.1006, diff: 0.0398
Real distance: 0.0093, model distance: 0.0273, diff: 0.0180
Real distance: 0.6448, model distance: 0.6511, diff: 0.0063
Real distance: 0.3608, model distance: 0.3665, diff: 0.0057
Real distance: 0.0060, model distance: 0.0037, diff: 0.0024
Real distance: 0.3916, model distance: 0.3770, diff: 0.0146
Real distance: 0.1705, model distance: 0.2257, diff: 0.0552
Real distance: 0.0084, model distance: 0.0066, diff: 0.0018
Real distance: 0.2038, model distance: 0.2531, diff: 0.0493
Real distance: 0.3316, model distance: 0.3284, diff: 0.0032
Real distance: 0.0629, model distance: 0.1182, diff: 0.0552
Real distance: 0.1248, model distance: 0.1485, diff: 0.0236
Real distance: 0.0076, model distance: 0.0079, diff: 0.0002
Real distance: 0.0270, model distance: 0.0880, diff: 0.0611
Real distance: 0.0079, model distance: 0.0225, diff: 0.0146
Real distance: 0.0071, model distance: 0.0254, diff: 0.0183
Real distance: 0.5529, model distance: 0.5228, diff: 0.0302
Real distance: 0.2040, model distance: 0.2053, diff: 0.0013
Real distance: 0.0910, model distance: 0.1599, diff: 0.0689
Real distance: 0.0117, model distance: 0.0379, diff: 0.0262
Real distance: 0.2954, model distance: 0.3135, diff: 0.0181
Real distance: 0.0169, model distance: 0.0507, diff: 0.0338
Real distance: 0.1880, model distance: 0.2351, diff: 0.0471
Real distance: 0.6852, model distance: 0.7713, diff: 0.0861
Real distance: 0.6364, model distance: 0.6398, diff: 0.0034
Real distance: 0.6530, model distance: 0.6803, diff: 0.0273
Real distance: 0.3454, model distance: 0.3551, diff: 0.0097
Real distance: 0.2570, model distance: 0.2853, diff: 0.0284
Real distance: 0.1062, model distance: 0.1449, diff: 0.0387
Real distance: 0.0063, model distance: 0.0022, diff: 0.0040
Real distance: 0.1173, model distance: 0.1445, diff: 0.0271
Real distance: 0.1873, model distance: 0.1836, diff: 0.0037
Real distance: 0.0119, model distance: 0.0323, diff: 0.0204
Real distance: 0.2431, model distance: 0.2548, diff: 0.0117
Real distance: 0.1920, model distance: 0.2370, diff: 0.0450
Real distance: 0.5594, model distance: 0.5184, diff: 0.0411
Real distance: 0.3556, model distance: 0.3437, diff: 0.0119
Real distance: 0.3221, model distance: 0.3039, diff: 0.0182
Real distance: 0.0435, model distance: 0.0882, diff: 0.0447
Real distance: 0.0214, model distance: 0.0681, diff: 0.0467
Real distance: 0.1829, model distance: 0.1923, diff: 0.0094
Real distance: 0.5136, model distance: 0.4915, diff: 0.0221
Real distance: 0.2338, model distance: 0.2254, diff: 0.0084
Real distance: 0.0425, model distance: 0.0777, diff: 0.0352
Real distance: 0.3018, model distance: 0.2819, diff: 0.0199
Real distance: 0.0227, model distance: 0.0684, diff: 0.0457
Real distance: 0.1272, model distance: 0.1722, diff: 0.0450
Real distance: 0.0221, model distance: 0.0476, diff: 0.0255
Real distance: 0.0000, model distance: 0.0000, diff: 0.0000
Real distance: 0.0432, model distance: 0.0805, diff: 0.0373
Real distance: 0.3710, model distance: 0.3285, diff: 0.0425
Real distance: 0.1190, model distance: 0.1624, diff: 0.0434
Real distance: 0.0087, model distance: 0.0080, diff: 0.0008
Real distance: 0.0118, model distance: 0.0416, diff: 0.0298
Real distance: 0.0738, model distance: 0.1041, diff: 0.0303
Real distance: 0.5560, model distance: 0.5386, diff: 0.0174
Real distance: 0.1097, model distance: 0.1562, diff: 0.0464
Real distance: 0.2964, model distance: 0.2660, diff: 0.0304
Real distance: 0.2032, model distance: 0.2441, diff: 0.0409
Real distance: 0.1925, model distance: 0.2484, diff: 0.0559
Real distance: 0.1188, model distance: 0.1420, diff: 0.0232
Real distance: 0.1338, model distance: 0.1729, diff: 0.0391
Real distance: 0.1638, model distance: 0.2163, diff: 0.0525
Real distance: 0.2758, model distance: 0.2610, diff: 0.0148
Real distance: 0.6522, model distance: 0.6786, diff: 0.0264
Real distance: 0.1082, model distance: 0.1770, diff: 0.0687
Real distance: 0.2221, model distance: 0.2477, diff: 0.0256
Real distance: 0.0155, model distance: 0.0359, diff: 0.0204
Real distance: 0.0140, model distance: 0.0191, diff: 0.0051
Real distance: 0.2386, model distance: 0.2262, diff: 0.0124
Real distance: 0.0507, model distance: 0.0849, diff: 0.0342
Real distance: 0.2273, model distance: 0.2781, diff: 0.0508
Real distance: 0.0647, model distance: 0.0968, diff: 0.0322
Real distance: 0.0328, model distance: 0.0668, diff: 0.0340
Real distance: 0.0869, model distance: 0.1150, diff: 0.0281
Real distance: 0.0146, model distance: 0.0341, diff: 0.0195
Real distance: 0.0287, model distance: 0.0863, diff: 0.0576
Real distance: 0.0085, model distance: 0.0170, diff: 0.0085
Real distance: 0.0160, model distance: 0.0418, diff: 0.0257
Real distance: 0.1913, model distance: 0.2237, diff: 0.0324
Real distance: 0.2974, model distance: 0.2767, diff: 0.0207
Real distance: 0.1307, model distance: 0.1625, diff: 0.0318
Real distance: 0.0327, model distance: 0.0619, diff: 0.0292
Real distance: 0.5776, model distance: 0.5612, diff: 0.0164
Real distance: 0.1508, model distance: 0.1874, diff: 0.0366
Real distance: 0.0423, model distance: 0.0829, diff: 0.0406
Real distance: 0.0170, model distance: 0.0385, diff: 0.0214
Real distance: 0.0519, model distance: 0.0910, diff: 0.0391
Real distance: 0.5797, model distance: 0.5714, diff: 0.0083
Real distance: 0.0220, model distance: 0.0487, diff: 0.0267
Real distance: 0.0558, model distance: 0.1019, diff: 0.0460
Real distance: 0.2350, model distance: 0.2259, diff: 0.0090
Real distance: 0.3519, model distance: 0.3650, diff: 0.0131
Real distance: 0.1902, model distance: 0.1998, diff: 0.0096
Real distance: 0.0140, model distance: 0.0426, diff: 0.0286
Real distance: 0.5624, model distance: 0.5305, diff: 0.0319
Real distance: 0.5700, model distance: 0.5530, diff: 0.0171
Real distance: 0.0000, model distance: 0.0000, diff: 0.0000
Real distance: 0.0784, model distance: 0.1094, diff: 0.0309
Real distance: 0.1101, model distance: 0.1445, diff: 0.0344
Real distance: 0.6767, model distance: 0.7153, diff: 0.0386
Real distance: 0.4431, model distance: 0.4118, diff: 0.0314
Real distance: 0.4869, model distance: 0.4398, diff: 0.0471
Real distance: 0.1055, model distance: 0.1698, diff: 0.0643
Real distance: 0.4401, model distance: 0.3932, diff: 0.0469
Real distance: 0.0070, model distance: 0.0079, diff: 0.0008
Real distance: 0.1254, model distance: 0.1674, diff: 0.0420
Real distance: 0.4872, model distance: 0.4672, diff: 0.0200
Real distance: 0.6294, model distance: 0.6322, diff: 0.0028
Real distance: 0.6109, model distance: 0.6095, diff: 0.0015
Real distance: 0.2191, model distance: 0.2343, diff: 0.0152
Real distance: 0.1777, model distance: 0.2088, diff: 0.0311
Real distance: 0.6038, model distance: 0.5980, diff: 0.0059
Real distance: 0.1038, model distance: 0.1350, diff: 0.0312
Real distance: 0.4591, model distance: 0.4398, diff: 0.0192
Real distance: 0.1039, model distance: 0.1508, diff: 0.0469
Real distance: 0.1912, model distance: 0.2325, diff: 0.0413
Real distance: 0.0565, model distance: 0.0924, diff: 0.0359
Real distance: 0.0707, model distance: 0.1108, diff: 0.0401
Real distance: 0.0508, model distance: 0.0998, diff: 0.0490
Real distance: 0.0214, model distance: 0.0451, diff: 0.0237
Real distance: 0.3279, model distance: 0.3036, diff: 0.0243
Real distance: 0.3634, model distance: 0.3209, diff: 0.0425
Real distance: 0.0853, model distance: 0.1347, diff: 0.0494
Real distance: 0.1668, model distance: 0.1838, diff: 0.0170
Real distance: 0.5452, model distance: 0.5093, diff: 0.0358
Real distance: 0.0071, model distance: 0.0265, diff: 0.0193
Real distance: 0.1057, model distance: 0.1422, diff: 0.0364
Real distance: 0.0049, model distance: 0.0191, diff: 0.0142
Real distance: 0.2210, model distance: 0.2306, diff: 0.0096
Real distance: 0.5941, model distance: 0.5767, diff: 0.0174
Real distance: 0.4832, model distance: 0.4383, diff: 0.0449
Real distance: 0.0626, model distance: 0.1078, diff: 0.0452
Real distance: 0.3881, model distance: 0.3778, diff: 0.0102
Real distance: 0.0887, model distance: 0.1177, diff: 0.0290
Real distance: 0.2632, model distance: 0.2588, diff: 0.0044
Real distance: 0.4260, model distance: 0.4259, diff: 0.0001
Real distance: 0.2773, model distance: 0.2578, diff: 0.0195
Real distance: 0.1210, model distance: 0.1503, diff: 0.0293
Real distance: 0.0176, model distance: 0.0399, diff: 0.0223
Real distance: 0.0484, model distance: 0.0839, diff: 0.0355
Real distance: 0.2652, model distance: 0.2658, diff: 0.0006
Real distance: 0.0223, model distance: 0.0503, diff: 0.0280
Real distance: 0.4940, model distance: 0.4198, diff: 0.0742
Real distance: 0.2691, model distance: 0.2492, diff: 0.0198
Real distance: 0.0120, model distance: 0.0257, diff: 0.0136
Real distance: 0.0281, model distance: 0.0779, diff: 0.0498
Real distance: 0.2584, model distance: 0.2865, diff: 0.0281
Real distance: 0.0049, model distance: 0.0046, diff: 0.0003
Real distance: 0.4772, model distance: 0.4441, diff: 0.0331
Real distance: 0.5462, model distance: 0.5025, diff: 0.0437
Real distance: 0.0781, model distance: 0.1232, diff: 0.0451
Real distance: 0.3021, model distance: 0.3069, diff: 0.0048
Real distance: 0.5152, model distance: 0.4816, diff: 0.0336
Real distance: 0.6075, model distance: 0.5932, diff: 0.0144
Real distance: 0.0074, model distance: 0.0151, diff: 0.0077
Real distance: 0.3086, model distance: 0.2811, diff: 0.0275
Real distance: 0.2579, model distance: 0.2546, diff: 0.0033
Real distance: 0.0387, model distance: 0.0725, diff: 0.0339
Real distance: 0.0089, model distance: 0.0074, diff: 0.0015
Real distance: 0.3706, model distance: 0.3791, diff: 0.0085
Real distance: 0.4439, model distance: 0.4240, diff: 0.0199
Real distance: 0.3542, model distance: 0.3492, diff: 0.0050
Real distance: 0.0259, model distance: 0.0653, diff: 0.0393
Real distance: 0.0321, model distance: 0.0670, diff: 0.0350
Real distance: 0.0588, model distance: 0.0931, diff: 0.0344
Real distance: 0.0033, model distance: 0.0010, diff: 0.0023
Real distance: 0.5464, model distance: 0.5053, diff: 0.0411
Real distance: 0.0484, model distance: 0.0827, diff: 0.0343
Real distance: 0.4344, model distance: 0.4239, diff: 0.0105
Real distance: 0.0131, model distance: 0.0340, diff: 0.0209
Real distance: 0.0106, model distance: 0.0138, diff: 0.0031
Real distance: 0.0797, model distance: 0.1154, diff: 0.0357
Real distance: 0.0541, model distance: 0.1263, diff: 0.0722
Real distance: 0.3741, model distance: 0.3386, diff: 0.0355
Real distance: 0.0809, model distance: 0.1122, diff: 0.0314
Real distance: 0.5179, model distance: 0.4946, diff: 0.0233
Real distance: 0.2951, model distance: 0.2727, diff: 0.0223
Real distance: 0.6262, model distance: 0.6294, diff: 0.0032
Real distance: 0.0072, model distance: 0.0104, diff: 0.0032
Real distance: 0.6077, model distance: 0.5984, diff: 0.0092
Real distance: 0.0526, model distance: 0.0955, diff: 0.0429
Real distance: 0.3687, model distance: 0.3258, diff: 0.0428
Real distance: 0.0054, model distance: 0.0142, diff: 0.0087
Real distance: 0.3826, model distance: 0.3814, diff: 0.0012
Real distance: 0.0704, model distance: 0.1009, diff: 0.0305
Real distance: 0.2582, model distance: 0.2933, diff: 0.0351
Real distance: 0.1016, model distance: 0.1469, diff: 0.0453
Real distance: 0.0949, model distance: 0.1339, diff: 0.0390
Real distance: 0.6192, model distance: 0.6077, diff: 0.0115
Real distance: 0.1322, model distance: 0.1662, diff: 0.0341
Real distance: 0.4670, model distance: 0.4372, diff: 0.0298
Real distance: 0.1111, model distance: 0.1623, diff: 0.0512
Real distance: 0.0551, model distance: 0.0973, diff: 0.0422
Real distance: 0.0663, model distance: 0.1068, diff: 0.0405
Real distance: 0.4254, model distance: 0.4267, diff: 0.0013
Real distance: 0.3072, model distance: 0.2796, diff: 0.0276
Real distance: 0.0811, model distance: 0.1336, diff: 0.0525
Real distance: 0.0796, model distance: 0.1178, diff: 0.0381
Real distance: 0.4920, model distance: 0.4811, diff: 0.0110
Real distance: 0.1547, model distance: 0.1969, diff: 0.0422
Real distance: 0.0068, model distance: 0.0104, diff: 0.0036
Real distance: 0.1446, model distance: 0.1609, diff: 0.0163
Real distance: 0.0077, model distance: 0.0390, diff: 0.0314
Real distance: 0.0140, model distance: 0.0295, diff: 0.0155
Real distance: 0.4424, model distance: 0.4020, diff: 0.0404
Real distance: 0.0324, model distance: 0.0627, diff: 0.0303
Real distance: 0.1446, model distance: 0.1578, diff: 0.0132
Real distance: 0.0069, model distance: 0.0192, diff: 0.0124
Real distance: 0.6727, model distance: 0.7109, diff: 0.0382
Real distance: 0.3448, model distance: 0.3156, diff: 0.0292
