Real distance: 0.1981, model distance: 0.2510, diff: 0.0529
Real distance: 0.4674, model distance: 0.4350, diff: 0.0324
Real distance: 0.1708, model distance: 0.1978, diff: 0.0270
Real distance: 0.2033, model distance: 0.2222, diff: 0.0189
Real distance: 0.2436, model distance: 0.2883, diff: 0.0447
Real distance: 0.2197, model distance: 0.2255, diff: 0.0058
Real distance: 0.0129, model distance: 0.0356, diff: 0.0227
Real distance: 0.4833, model distance: 0.4609, diff: 0.0224
Real distance: 0.4411, model distance: 0.4365, diff: 0.0045
Real distance: 0.3462, model distance: 0.3248, diff: 0.0214
Real distance: 0.4608, model distance: 0.4798, diff: 0.0190
Real distance: 0.0000, model distance: 0.0000, diff: 0.0000
Real distance: 0.0483, model distance: 0.0956, diff: 0.0473
Real distance: 0.0125, model distance: 0.0370, diff: 0.0245
Real distance: 0.2354, model distance: 0.2546, diff: 0.0193
Real distance: 0.1384, model distance: 0.1673, diff: 0.0290
Real distance: 0.0833, model distance: 0.1333, diff: 0.0500
Real distance: 0.0067, model distance: 0.0061, diff: 0.0006
Real distance: 0.0211, model distance: 0.0524, diff: 0.0313
Real distance: 0.0068, model distance: 0.0254, diff: 0.0186
Real distance: 0.3235, model distance: 0.3015, diff: 0.0220
Real distance: 0.0594, model distance: 0.1468, diff: 0.0875
Real distance: 0.2279, model distance: 0.2575, diff: 0.0295
Real distance: 0.0092, model distance: 0.0071, diff: 0.0021
Real distance: 0.4661, model distance: 0.4543, diff: 0.0117
Real distance: 0.5893, model distance: 0.5532, diff: 0.0361
Real distance: 0.1087, model distance: 0.1840, diff: 0.0753
Real distance: 0.5413, model distance: 0.5401, diff: 0.0012
Real distance: 0.5309, model distance: 0.5163, diff: 0.0147
Real distance: 0.0193, model distance: 0.0571, diff: 0.0378
Real distance: 0.0000, model distance: 0.0000, diff: 0.0000
Real distance: 0.0142, model distance: 0.0268, diff: 0.0126
Real distance: 0.5235, model distance: 0.5137, diff: 0.0098
Real distance: 0.0700, model distance: 0.1060, diff: 0.0360
Real distance: 0.1646, model distance: 0.1901, diff: 0.0255
Real distance: 0.0300, model distance: 0.0440, diff: 0.0140
Real distance: 0.3997, model distance: 0.3436, diff: 0.0561
Real distance: 0.1977, model distance: 0.1748, diff: 0.0230
Real distance: 0.0060, model distance: 0.0316, diff: 0.0255
Real distance: 0.0000, model distance: 0.0000, diff: 0.0000
Real distance: 0.5754, model distance: 0.5586, diff: 0.0167
Real distance: 0.2251, model distance: 0.2612, diff: 0.0361
Real distance: 0.0861, model distance: 0.1205, diff: 0.0344
Real distance: 0.0554, model distance: 0.1267, diff: 0.0713
Real distance: 0.2570, model distance: 0.2541, diff: 0.0029
Real distance: 0.2552, model distance: 0.2233, diff: 0.0319
Real distance: 0.1307, model distance: 0.1706, diff: 0.0399
Real distance: 0.4062, model distance: 0.3622, diff: 0.0440
Real distance: 0.2488, model distance: 0.2197, diff: 0.0290
Real distance: 0.0000, model distance: 0.0000, diff: 0.0000
Real distance: 0.0082, model distance: 0.0343, diff: 0.0261
Real distance: 0.0935, model distance: 0.1455, diff: 0.0520
Real distance: 0.1137, model distance: 0.1412, diff: 0.0275
Real distance: 0.4691, model distance: 0.4172, diff: 0.0519
Real distance: 0.1041, model distance: 0.1552, diff: 0.0510
Real distance: 0.6637, model distance: 0.6751, diff: 0.0114
Real distance: 0.2662, model distance: 0.2459, diff: 0.0202
Real distance: 0.0315, model distance: 0.1033, diff: 0.0718
Real distance: 0.0677, model distance: 0.1009, diff: 0.0332
Real distance: 0.6799, model distance: 0.7489, diff: 0.0690
Real distance: 0.2099, model distance: 0.2311, diff: 0.0212
Real distance: 0.2012, model distance: 0.2374, diff: 0.0362
Real distance: 0.0720, model distance: 0.0952, diff: 0.0232
Real distance: 0.1791, model distance: 0.1754, diff: 0.0038
Real distance: 0.5449, model distance: 0.5092, diff: 0.0357
Real distance: 0.2008, model distance: 0.2637, diff: 0.0630
Real distance: 0.3698, model distance: 0.3287, diff: 0.0411
Real distance: 0.1401, model distance: 0.2006, diff: 0.0606
Real distance: 0.0070, model distance: 0.0063, diff: 0.0007
Real distance: 0.3512, model distance: 0.3195, diff: 0.0317
Real distance: 0.1542, model distance: 0.1825, diff: 0.0283
Real distance: 0.0810, model distance: 0.1389, diff: 0.0579
Real distance: 0.0152, model distance: 0.0185, diff: 0.0033
Real distance: 0.0634, model distance: 0.1480, diff: 0.0846
Real distance: 0.1362, model distance: 0.1664, diff: 0.0302
Real distance: 0.2468, model distance: 0.2692, diff: 0.0224
Real distance: 0.0151, model distance: 0.0474, diff: 0.0322
Real distance: 0.0128, model distance: 0.0315, diff: 0.0187
Real distance: 0.3752, model distance: 0.3939, diff: 0.0187
Real distance: 0.2935, model distance: 0.2552, diff: 0.0383
Real distance: 0.3364, model distance: 0.3489, diff: 0.0124
Real distance: 0.0686, model distance: 0.1091, diff: 0.0405
Real distance: 0.0560, model distance: 0.1116, diff: 0.0556
Real distance: 0.1323, model distance: 0.2020, diff: 0.0697
Real distance: 0.3419, model distance: 0.4029, diff: 0.0611
Real distance: 0.0070, model distance: 0.0081, diff: 0.0011
Real distance: 0.2628, model distance: 0.2755, diff: 0.0127
Real distance: 0.2220, model distance: 0.2439, diff: 0.0219
Real distance: 0.0507, model distance: 0.0894, diff: 0.0387
Real distance: 0.4275, model distance: 0.4150, diff: 0.0125
Real distance: 0.0773, model distance: 0.1327, diff: 0.0554
Real distance: 0.0137, model distance: 0.0549, diff: 0.0412
Real distance: 0.0244, model distance: 0.0813, diff: 0.0570
Real distance: 0.6730, model distance: 0.7108, diff: 0.0378
Real distance: 0.3064, model distance: 0.3145, diff: 0.0081
Real distance: 0.1984, model distance: 0.2878, diff: 0.0894
Real distance: 0.4955, model distance: 0.4422, diff: 0.0532
Real distance: 0.5755, model distance: 0.5638, diff: 0.0116
Real distance: 0.0071, model distance: 0.0183, diff: 0.0112
Real distance: 0.0346, model distance: 0.1039, diff: 0.0693
Real distance: 0.2304, model distance: 0.2373, diff: 0.0069
Real distance: 0.0486, model distance: 0.0827, diff: 0.0342
Real distance: 0.2840, model distance: 0.2475, diff: 0.0365
Real distance: 0.0301, model distance: 0.0822, diff: 0.0521
Real distance: 0.0849, model distance: 0.1396, diff: 0.0547
Real distance: 0.0289, model distance: 0.0661, diff: 0.0372
Real distance: 0.0322, model distance: 0.0472, diff: 0.0150
Real distance: 0.1627, model distance: 0.1701, diff: 0.0074
Real distance: 0.0274, model distance: 0.0639, diff: 0.0364
Real distance: 0.0259, model distance: 0.0681, diff: 0.0423
Real distance: 0.1563, model distance: 0.1849, diff: 0.0286
Real distance: 0.0656, model distance: 0.1266, diff: 0.0611
Real distance: 0.1304, model distance: 0.1444, diff: 0.0140
Real distance: 0.0059, model distance: 0.0056, diff: 0.0003
Real distance: 0.2498, model distance: 0.2271, diff: 0.0227
Real distance: 0.0000, model distance: 0.0000, diff: 0.0000
Real distance: 0.3385, model distance: 0.2974, diff: 0.0411
Real distance: 0.0947, model distance: 0.1341, diff: 0.0394
Real distance: 0.0061, model distance: 0.0245, diff: 0.0184
Real distance: 0.6722, model distance: 0.7341, diff: 0.0618
Real distance: 0.0291, model distance: 0.0829, diff: 0.0538
Real distance: 0.0000, model distance: 0.0000, diff: 0.0000
Real distance: 0.1201, model distance: 0.1310, diff: 0.0108
Real distance: 0.0000, model distance: 0.0000, diff: 0.0000
Real distance: 0.2817, model distance: 0.2938, diff: 0.0121
Real distance: 0.1159, model distance: 0.1580, diff: 0.0421
Real distance: 0.4996, model distance: 0.4964, diff: 0.0032
Real distance: 0.3712, model distance: 0.3302, diff: 0.0411
Real distance: 0.1684, model distance: 0.2062, diff: 0.0378
Real distance: 0.1902, model distance: 0.2567, diff: 0.0664
Real distance: 0.0926, model distance: 0.1340, diff: 0.0414
Real distance: 0.0118, model distance: 0.0601, diff: 0.0483
Real distance: 0.0000, model distance: 0.0000, diff: 0.0000
Real distance: 0.0073, model distance: 0.0153, diff: 0.0080
Real distance: 0.0000, model distance: 0.0000, diff: 0.0000
Real distance: 0.0803, model distance: 0.1289, diff: 0.0486
Real distance: 0.5860, model distance: 0.5827, diff: 0.0034
Real distance: 0.5481, model distance: 0.5364, diff: 0.0118
Real distance: 0.0000, model distance: 0.0000, diff: 0.0000
Real distance: 0.0034, model distance: 0.0129, diff: 0.0095
Real distance: 0.2773, model distance: 0.2571, diff: 0.0202
Real distance: 0.0218, model distance: 0.0681, diff: 0.0463
Real distance: 0.5607, model distance: 0.5132, diff: 0.0475
Real distance: 0.2646, model distance: 0.2416, diff: 0.0230
Real distance: 0.0160, model distance: 0.0383, diff: 0.0222
Real distance: 0.0091, model distance: 0.0239, diff: 0.0148
Real distance: 0.0353, model distance: 0.0576, diff: 0.0224
Real distance: 0.4682, model distance: 0.4320, diff: 0.0362
Real distance: 0.0889, model distance: 0.1374, diff: 0.0485
Real distance: 0.2423, model distance: 0.2452, diff: 0.0029
Real distance: 0.5009, model distance: 0.4991, diff: 0.0018
Real distance: 0.6516, model distance: 0.6876, diff: 0.0360
Real distance: 0.5294, model distance: 0.5212, diff: 0.0082
Real distance: 0.0000, model distance: 0.0000, diff: 0.0000
Real distance: 0.2096, model distance: 0.2703, diff: 0.0607
Real distance: 0.6287, model distance: 0.6191, diff: 0.0096
Real distance: 0.1944, model distance: 0.2081, diff: 0.0137
Real distance: 0.6186, model distance: 0.6104, diff: 0.0081
Real distance: 0.5547, model distance: 0.5314, diff: 0.0233
Real distance: 0.2331, model distance: 0.2555, diff: 0.0224
Real distance: 0.1193, model distance: 0.1799, diff: 0.0606
Real distance: 0.0073, model distance: 0.0310, diff: 0.0237
Real distance: 0.2322, model distance: 0.2314, diff: 0.0008
Real distance: 0.5294, model distance: 0.5119, diff: 0.0175
Real distance: 0.0123, model distance: 0.0152, diff: 0.0028
Real distance: 0.3580, model distance: 0.3322, diff: 0.0258
Real distance: 0.0000, model distance: 0.0000, diff: 0.0000
Real distance: 0.1058, model distance: 0.1654, diff: 0.0596
Real distance: 0.1928, model distance: 0.2402, diff: 0.0475
Real distance: 0.1837, model distance: 0.2096, diff: 0.0259
Real distance: 0.0000, model distance: 0.0000, diff: 0.0000
Real distance: 0.2954, model distance: 0.2904, diff: 0.0050
Real distance: 0.2087, model distance: 0.2268, diff: 0.0181
Real distance: 0.1859, model distance: 0.2163, diff: 0.0304
Real distance: 0.0000, model distance: 0.0000, diff: 0.0000
Real distance: 0.0116, model distance: 0.0204, diff: 0.0088
Real distance: 0.0052, model distance: 0.0254, diff: 0.0202
Real distance: 0.0295, model distance: 0.0571, diff: 0.0277
Real distance: 0.0000, model distance: 0.0000, diff: 0.0000
Real distance: 0.0033, model distance: 0.0604, diff: 0.0571
Real distance: 0.0770, model distance: 0.1134, diff: 0.0364
Real distance: 0.5554, model distance: 0.5217, diff: 0.0337
Real distance: 0.0386, model distance: 0.1197, diff: 0.0810
Real distance: 0.3350, model distance: 0.3032, diff: 0.0318
Real distance: 0.0768, model distance: 0.1176, diff: 0.0408
Real distance: 0.2416, model distance: 0.2514, diff: 0.0098
Real distance: 0.0000, model distance: 0.0000, diff: 0.0000
Real distance: 0.4341, model distance: 0.4248, diff: 0.0093
Real distance: 0.2121, model distance: 0.2153, diff: 0.0032
Real distance: 0.3423, model distance: 0.3152, diff: 0.0271
Real distance: 0.0000, model distance: 0.0000, diff: 0.0000
Real distance: 0.2624, model distance: 0.2362, diff: 0.0262
Real distance: 0.0000, model distance: 0.0000, diff: 0.0000
Real distance: 0.5260, model distance: 0.4986, diff: 0.0274
Real distance: 0.1432, model distance: 0.1881, diff: 0.0449
Real distance: 0.0358, model distance: 0.0685, diff: 0.0327
Real distance: 0.6362, model distance: 0.6579, diff: 0.0217
Real distance: 0.3194, model distance: 0.2860, diff: 0.0335
Real distance: 0.0320, model distance: 0.0917, diff: 0.0597
Real distance: 0.5547, model distance: 0.5383, diff: 0.0164
Real distance: 0.5965, model distance: 0.5828, diff: 0.0137
Real distance: 0.0383, model distance: 0.0767, diff: 0.0384
Real distance: 0.0323, model distance: 0.0668, diff: 0.0345
Real distance: 0.2087, model distance: 0.2461, diff: 0.0374
Real distance: 0.0000, model distance: 0.0000, diff: 0.0000
Real distance: 0.6040, model distance: 0.6020, diff: 0.0020
Real distance: 0.0584, model distance: 0.1211, diff: 0.0627
Real distance: 0.1601, model distance: 0.1771, diff: 0.0170
Real distance: 0.5601, model distance: 0.5555, diff: 0.0046
Real distance: 0.1009, model distance: 0.1581, diff: 0.0572
Real distance: 0.0000, model distance: 0.0000, diff: 0.0000
Real distance: 0.0105, model distance: 0.0191, diff: 0.0086
Real distance: 0.0422, model distance: 0.0608, diff: 0.0187
Real distance: 0.1092, model distance: 0.1554, diff: 0.0461
Real distance: 0.0116, model distance: 0.0309, diff: 0.0193
Real distance: 0.0755, model distance: 0.1108, diff: 0.0352
Real distance: 0.0533, model distance: 0.0804, diff: 0.0271
Real distance: 0.0000, model distance: 0.0000, diff: 0.0000
Real distance: 0.5992, model distance: 0.6078, diff: 0.0087
Real distance: 0.0727, model distance: 0.1491, diff: 0.0765
Real distance: 0.3730, model distance: 0.3269, diff: 0.0461
Real distance: 0.6374, model distance: 0.6056, diff: 0.0318
Real distance: 0.0566, model distance: 0.0966, diff: 0.0400
Real distance: 0.0588, model distance: 0.1287, diff: 0.0698
Real distance: 0.0657, model distance: 0.1310, diff: 0.0652
Real distance: 0.0000, model distance: 0.0000, diff: 0.0000
Real distance: 0.0071, model distance: 0.0057, diff: 0.0015
Real distance: 0.1552, model distance: 0.1992, diff: 0.0440
Real distance: 0.1520, model distance: 0.1576, diff: 0.0056
Real distance: 0.4812, model distance: 0.4432, diff: 0.0380
Real distance: 0.1604, model distance: 0.2077, diff: 0.0473
Real distance: 0.0711, model distance: 0.1075, diff: 0.0364
Real distance: 0.0563, model distance: 0.0943, diff: 0.0379
Real distance: 0.0000, model distance: 0.0000, diff: 0.0000
Real distance: 0.0039, model distance: 0.0272, diff: 0.0233
Real distance: 0.5072, model distance: 0.4776, diff: 0.0296
Real distance: 0.2632, model distance: 0.2742, diff: 0.0109
Real distance: 0.1930, model distance: 0.1972, diff: 0.0042
Real distance: 0.0000, model distance: 0.0000, diff: 0.0000
Real distance: 0.0760, model distance: 0.1133, diff: 0.0373
Real distance: 0.0000, model distance: 0.0000, diff: 0.0000
Real distance: 0.4391, model distance: 0.4006, diff: 0.0385
Real distance: 0.0060, model distance: 0.0277, diff: 0.0217
Real distance: 0.5380, model distance: 0.5393, diff: 0.0012
Real distance: 0.4872, model distance: 0.3971, diff: 0.0901
Real distance: 0.5010, model distance: 0.5009, diff: 0.0001
Real distance: 0.0801, model distance: 0.1309, diff: 0.0507
Real distance: 0.0069, model distance: 0.0169, diff: 0.0100
Real distance: 0.0054, model distance: 0.0155, diff: 0.0101
Real distance: 0.1981, model distance: 0.2510, diff: 0.0529
Real distance: 0.3976, model distance: 0.3743, diff: 0.0233
Real distance: 0.3709, model distance: 0.3519, diff: 0.0190
Real distance: 0.1363, model distance: 0.1842, diff: 0.0479
Real distance: 0.0245, model distance: 0.0693, diff: 0.0448
Real distance: 0.4832, model distance: 0.4688, diff: 0.0144
Real distance: 0.1621, model distance: 0.2275, diff: 0.0654
Real distance: 0.3267, model distance: 0.3399, diff: 0.0132
Real distance: 0.0680, model distance: 0.1140, diff: 0.0460
Real distance: 0.1614, model distance: 0.1548, diff: 0.0066
Real distance: 0.0357, model distance: 0.0873, diff: 0.0516
Real distance: 0.3969, model distance: 0.3979, diff: 0.0010
Real distance: 0.0000, model distance: 0.0000, diff: 0.0000
Real distance: 0.1232, model distance: 0.1652, diff: 0.0420
Real distance: 0.2088, model distance: 0.2266, diff: 0.0178
Real distance: 0.5791, model distance: 0.5693, diff: 0.0098
Real distance: 0.0202, model distance: 0.0782, diff: 0.0580
Real distance: 0.0096, model distance: 0.0393, diff: 0.0297
Real distance: 0.0633, model distance: 0.1489, diff: 0.0855
Real distance: 0.0129, model distance: 0.0375, diff: 0.0246
Real distance: 0.2566, model distance: 0.2519, diff: 0.0047
Real distance: 0.0119, model distance: 0.0241, diff: 0.0122
Real distance: 0.3626, model distance: 0.3958, diff: 0.0332
Real distance: 0.5300, model distance: 0.5157, diff: 0.0143
Real distance: 0.2913, model distance: 0.2811, diff: 0.0102
Real distance: 0.1625, model distance: 0.2121, diff: 0.0496
Real distance: 0.6050, model distance: 0.5741, diff: 0.0310
Real distance: 0.1962, model distance: 0.2359, diff: 0.0397
Real distance: 0.0000, model distance: 0.0000, diff: 0.0000
Real distance: 0.0757, model distance: 0.1222, diff: 0.0465
Real distance: 0.1614, model distance: 0.1791, diff: 0.0178
Real distance: 0.3540, model distance: 0.3480, diff: 0.0061
Real distance: 0.0000, model distance: 0.0000, diff: 0.0000
Real distance: 0.0182, model distance: 0.0530, diff: 0.0348
Real distance: 0.3279, model distance: 0.2972, diff: 0.0306
Real distance: 0.0136, model distance: 0.0601, diff: 0.0466
Real distance: 0.0000, model distance: 0.0000, diff: 0.0000
Real distance: 0.4953, model distance: 0.4736, diff: 0.0217
Real distance: 0.0405, model distance: 0.0972, diff: 0.0566
Real distance: 0.0832, model distance: 0.1270, diff: 0.0439
Real distance: 0.5445, model distance: 0.5431, diff: 0.0014
Real distance: 0.6313, model distance: 0.6321, diff: 0.0007
Real distance: 0.0478, model distance: 0.0727, diff: 0.0249
Real distance: 0.3393, model distance: 0.3199, diff: 0.0194
Real distance: 0.2279, model distance: 0.2266, diff: 0.0012
Real distance: 0.0000, model distance: 0.0000, diff: 0.0000
Real distance: 0.1170, model distance: 0.1424, diff: 0.0254
Real distance: 0.0112, model distance: 0.0118, diff: 0.0006
Real distance: 0.6459, model distance: 0.6723, diff: 0.0264
Real distance: 0.0063, model distance: 0.0071, diff: 0.0008
Real distance: 0.0164, model distance: 0.0643, diff: 0.0479
Real distance: 0.0506, model distance: 0.1014, diff: 0.0508
Real distance: 0.4127, model distance: 0.4022, diff: 0.0105
Real distance: 0.0000, model distance: 0.0000, diff: 0.0000
Real distance: 0.0130, model distance: 0.0312, diff: 0.0181
Real distance: 0.0043, model distance: 0.0263, diff: 0.0220
Real distance: 0.0094, model distance: 0.0285, diff: 0.0191
Real distance: 0.0435, model distance: 0.0808, diff: 0.0373
Real distance: 0.4290, model distance: 0.4522, diff: 0.0232
Real distance: 0.0323, model distance: 0.0638, diff: 0.0315
Real distance: 0.1498, model distance: 0.1970, diff: 0.0472
Real distance: 0.2738, model distance: 0.3024, diff: 0.0285
Real distance: 0.0067, model distance: 0.0060, diff: 0.0007
Real distance: 0.1765, model distance: 0.2267, diff: 0.0502
Real distance: 0.1056, model distance: 0.1475, diff: 0.0420
Real distance: 0.5589, model distance: 0.5191, diff: 0.0398
Real distance: 0.3865, model distance: 0.3482, diff: 0.0383
Real distance: 0.5449, model distance: 0.5135, diff: 0.0314
Real distance: 0.3762, model distance: 0.3674, diff: 0.0088
Real distance: 0.0159, model distance: 0.0562, diff: 0.0403
Real distance: 0.0112, model distance: 0.0303, diff: 0.0191
Real distance: 0.2378, model distance: 0.2445, diff: 0.0067
Real distance: 0.1512, model distance: 0.1628, diff: 0.0115
Real distance: 0.3042, model distance: 0.3207, diff: 0.0164
Real distance: 0.0473, model distance: 0.0969, diff: 0.0496
Real distance: 0.0000, model distance: 0.0000, diff: 0.0000
Real distance: 0.2490, model distance: 0.2942, diff: 0.0453
Real distance: 0.0058, model distance: 0.0806, diff: 0.0747
Real distance: 0.2171, model distance: 0.2715, diff: 0.0544
Real distance: 0.4270, model distance: 0.3955, diff: 0.0315
Real distance: 0.1103, model distance: 0.1801, diff: 0.0698
Real distance: 0.1689, model distance: 0.2219, diff: 0.0530
Real distance: 0.4290, model distance: 0.4221, diff: 0.0069
Real distance: 0.0554, model distance: 0.0770, diff: 0.0216
Real distance: 0.1011, model distance: 0.1700, diff: 0.0688
Real distance: 0.2140, model distance: 0.2102, diff: 0.0038
Real distance: 0.0574, model distance: 0.1155, diff: 0.0581
Real distance: 0.0000, model distance: 0.0000, diff: 0.0000
Real distance: 0.0097, model distance: 0.0079, diff: 0.0018
Real distance: 0.4028, model distance: 0.3788, diff: 0.0240
Real distance: 0.0292, model distance: 0.0530, diff: 0.0239
Real distance: 0.2745, model distance: 0.2780, diff: 0.0035
Real distance: 0.0118, model distance: 0.0306, diff: 0.0188
Real distance: 0.1471, model distance: 0.1923, diff: 0.0453
Real distance: 0.0608, model distance: 0.1237, diff: 0.0629
Real distance: 0.1649, model distance: 0.1845, diff: 0.0197
Real distance: 0.1926, model distance: 0.2429, diff: 0.0503
Real distance: 0.0218, model distance: 0.0412, diff: 0.0194
Real distance: 0.0098, model distance: 0.0303, diff: 0.0205
Real distance: 0.0000, model distance: 0.0000, diff: 0.0000
Real distance: 0.2217, model distance: 0.2928, diff: 0.0711
Real distance: 0.0429, model distance: 0.0896, diff: 0.0467
Real distance: 0.0122, model distance: 0.0268, diff: 0.0146
Real distance: 0.4127, model distance: 0.3829, diff: 0.0298
Real distance: 0.0000, model distance: 0.0000, diff: 0.0000
Real distance: 0.1280, model distance: 0.1741, diff: 0.0461
Real distance: 0.3188, model distance: 0.3051, diff: 0.0137
Real distance: 0.0887, model distance: 0.1735, diff: 0.0847
Real distance: 0.4087, model distance: 0.3754, diff: 0.0333
Real distance: 0.0000, model distance: 0.0000, diff: 0.0000
Real distance: 0.0091, model distance: 0.0223, diff: 0.0132
Real distance: 0.0356, model distance: 0.0742, diff: 0.0386
Real distance: 0.2041, model distance: 0.2198, diff: 0.0157
Real distance: 0.1558, model distance: 0.1907, diff: 0.0349
Real distance: 0.0673, model distance: 0.1149, diff: 0.0476
Real distance: 0.0063, model distance: 0.0173, diff: 0.0110
Real distance: 0.1562, model distance: 0.1703, diff: 0.0141
Real distance: 0.0342, model distance: 0.0623, diff: 0.0281
Real distance: 0.1077, model distance: 0.1776, diff: 0.0699
Real distance: 0.0000, model distance: 0.0000, diff: 0.0000
Real distance: 0.0445, model distance: 0.0923, diff: 0.0477
Real distance: 0.0124, model distance: 0.0297, diff: 0.0173
Real distance: 0.3886, model distance: 0.3807, diff: 0.0079
Real distance: 0.1464, model distance: 0.1692, diff: 0.0228
Real distance: 0.0405, model distance: 0.0818, diff: 0.0412
Real distance: 0.0073, model distance: 0.0255, diff: 0.0182
Real distance: 0.1627, model distance: 0.1876, diff: 0.0249
Real distance: 0.0982, model distance: 0.1103, diff: 0.0121
Real distance: 0.0184, model distance: 0.0260, diff: 0.0076
Real distance: 0.0000, model distance: 0.0000, diff: 0.0000
Real distance: 0.6277, model distance: 0.6309, diff: 0.0031
Real distance: 0.5883, model distance: 0.5932, diff: 0.0048
Real distance: 0.3369, model distance: 0.3503, diff: 0.0134
Real distance: 0.2649, model distance: 0.2881, diff: 0.0232
Real distance: 0.0000, model distance: 0.0000, diff: 0.0000
Real distance: 0.0790, model distance: 0.1309, diff: 0.0520
Real distance: 0.0316, model distance: 0.0558, diff: 0.0242
Real distance: 0.0147, model distance: 0.0441, diff: 0.0293
Real distance: 0.6367, model distance: 0.6477, diff: 0.0110
Real distance: 0.2079, model distance: 0.2292, diff: 0.0214
Real distance: 0.3155, model distance: 0.2752, diff: 0.0402
Real distance: 0.0222, model distance: 0.0516, diff: 0.0294
Real distance: 0.0000, model distance: 0.0000, diff: 0.0000
Real distance: 0.0000, model distance: 0.0000, diff: 0.0000
Real distance: 0.0045, model distance: 0.0070, diff: 0.0026
Real distance: 0.5402, model distance: 0.4997, diff: 0.0404
Real distance: 0.1039, model distance: 0.1501, diff: 0.0462
Real distance: 0.6076, model distance: 0.5904, diff: 0.0172
Real distance: 0.0146, model distance: 0.0612, diff: 0.0465
Real distance: 0.0000, model distance: 0.0000, diff: 0.0000
Real distance: 0.0000, model distance: 0.0000, diff: 0.0000
Real distance: 0.6746, model distance: 0.7617, diff: 0.0871
Real distance: 0.4754, model distance: 0.3996, diff: 0.0758
Real distance: 0.2312, model distance: 0.2966, diff: 0.0654
Real distance: 0.1187, model distance: 0.1930, diff: 0.0743
Real distance: 0.5952, model distance: 0.5814, diff: 0.0138
Real distance: 0.0326, model distance: 0.0770, diff: 0.0443
Real distance: 0.1581, model distance: 0.1878, diff: 0.0297
Real distance: 0.1793, model distance: 0.2062, diff: 0.0268
Real distance: 0.3388, model distance: 0.3294, diff: 0.0094
Real distance: 0.0000, model distance: 0.0000, diff: 0.0000
Real distance: 0.5429, model distance: 0.5036, diff: 0.0393
Real distance: 0.2784, model distance: 0.3027, diff: 0.0243
Real distance: 0.0077, model distance: 0.0279, diff: 0.0202
Real distance: 0.2247, model distance: 0.2244, diff: 0.0004
Real distance: 0.1085, model distance: 0.1259, diff: 0.0173
Real distance: 0.0931, model distance: 0.1339, diff: 0.0408
Real distance: 0.0728, model distance: 0.1514, diff: 0.0785
Real distance: 0.3922, model distance: 0.3810, diff: 0.0112
Real distance: 0.6243, model distance: 0.6248, diff: 0.0005
Real distance: 0.6448, model distance: 0.6190, diff: 0.0258
Real distance: 0.0631, model distance: 0.1094, diff: 0.0463
Real distance: 0.3445, model distance: 0.3630, diff: 0.0185
Real distance: 0.0065, model distance: 0.0467, diff: 0.0402
Real distance: 0.6124, model distance: 0.6242, diff: 0.0118
Real distance: 0.0457, model distance: 0.1238, diff: 0.0781
Real distance: 0.1271, model distance: 0.1414, diff: 0.0143
Real distance: 0.0106, model distance: 0.0515, diff: 0.0409
Real distance: 0.0341, model distance: 0.0793, diff: 0.0452
Real distance: 0.0137, model distance: 0.0321, diff: 0.0184
Real distance: 0.0197, model distance: 0.0679, diff: 0.0483
Real distance: 0.0391, model distance: 0.1034, diff: 0.0643
Real distance: 0.0000, model distance: 0.0000, diff: 0.0000
Real distance: 0.2829, model distance: 0.3232, diff: 0.0403
Real distance: 0.2762, model distance: 0.2670, diff: 0.0092
Real distance: 0.5093, model distance: 0.4829, diff: 0.0264
Real distance: 0.0127, model distance: 0.0155, diff: 0.0028
Real distance: 0.0112, model distance: 0.0390, diff: 0.0278
Real distance: 0.5088, model distance: 0.4677, diff: 0.0410
Real distance: 0.2648, model distance: 0.2504, diff: 0.0144
Real distance: 0.0723, model distance: 0.0921, diff: 0.0197
Real distance: 0.0868, model distance: 0.1600, diff: 0.0733
Real distance: 0.4970, model distance: 0.4997, diff: 0.0027
Real distance: 0.0324, model distance: 0.0688, diff: 0.0364
Real distance: 0.4776, model distance: 0.4163, diff: 0.0613
Real distance: 0.1623, model distance: 0.2027, diff: 0.0404
Real distance: 0.1200, model distance: 0.1249, diff: 0.0049
Real distance: 0.5080, model distance: 0.5037, diff: 0.0043
Real distance: 0.0490, model distance: 0.0826, diff: 0.0336
Real distance: 0.2625, model distance: 0.2952, diff: 0.0328
Real distance: 0.0484, model distance: 0.0660, diff: 0.0177
Real distance: 0.0000, model distance: 0.0000, diff: 0.0000
Real distance: 0.4191, model distance: 0.4042, diff: 0.0149
Real distance: 0.6411, model distance: 0.6549, diff: 0.0139
Real distance: 0.6331, model distance: 0.6431, diff: 0.0100
Real distance: 0.6052, model distance: 0.6102, diff: 0.0050
Real distance: 0.3421, model distance: 0.3131, diff: 0.0290
Real distance: 0.0036, model distance: 0.0174, diff: 0.0138
Real distance: 0.0248, model distance: 0.0640, diff: 0.0392
Real distance: 0.2177, model distance: 0.2633, diff: 0.0456
Real distance: 0.3898, model distance: 0.3664, diff: 0.0233
Real distance: 0.2317, model distance: 0.2453, diff: 0.0137
Real distance: 0.3021, model distance: 0.3133, diff: 0.0113
Real distance: 0.1286, model distance: 0.1454, diff: 0.0168
Real distance: 0.6066, model distance: 0.5961, diff: 0.0105
Real distance: 0.0000, model distance: 0.0000, diff: 0.0000
Real distance: 0.1605, model distance: 0.1849, diff: 0.0245
